26831648.0,1.510898073320277e-10
71664.26117578582,-741.5733320367885
71704.07320106453,-1483.9537369547452
71770.52169339774,-2227.9512602055074
71863.74975729955,-2974.3819208350656
71983.95858128647,-3724.0707710938323
72131.40823576451,-4477.855048651114
72306.41861612488,-5236.5874627315825
72509.37042482723,-6001.139669049279
72740.70598625793,-6772.406014141925
73000.92948024419,-7551.307681420656
73290.60572126211,-8338.797482725897
73610.35551804224,-9135.865800555537
73960.84278489255,-9943.548865761713
74342.74006820098,-10762.94256656264
74756.62920263471,-11595.232051365761
75202.65911005647,-12441.779151011891
75678.87764729811,-13304.52303385965
76162.05007194771,-14190.510374807669
76858.55084424671,-15052.756357221853
77399.87000025445,-15979.914465337459
78027.57337970263,-16916.932147387437
78703.22936249776,-17874.89828280102
79424.87618518768,-18856.44916860651
80193.5793748381,-19863.667499553907
81011.22867410755,-20898.618280194503
81880.13018260084,-21963.463354045467
82802.90429737311,-23060.505832267183
83782.46428358176,-24192.21757215845
84822.02318986894,-25361.261871945226
85925.11333271809,-26570.514362374095
87095.61207272364,-27823.081313789717
88337.76907527851,-29122.30990416077
89656.22535709548,-30471.772211187097
91055.99085323336,-31875.156102894318
92542.22174864494,-33335.74405056616
94118.52542736911,-34852.930175917034
95713.39939814637,-36274.774336976494
97624.92931492167,-38188.61649204054
99525.58070314795,-39927.52513597999
101560.50706982975,-41770.053001277076
103735.5975083494,-43714.29555357799
106062.39425448737,-45767.93023030437
108554.66872810005,-47941.081515512255
111228.23292249674,-50245.611239856735
114101.15177170014,-52695.143480468396
117194.09608657277,-55305.28516762867
120530.80222767749,-58093.951944335684
124138.6483016577,-61081.788557279026
128049.37381495847,-64292.69603081825
132299.9844592808,-67754.48889995302
136933.90464367456,-71499.71259079558
142002.48169514153,-75566.64792718609
147567.06709251588,-80000.47204177832
153702.5258014424,-84854.08601974751
160510.98841351335,-90181.57664952287
167907.53426925233,-96223.28375388292
176432.10213455197,-102738.2367933954
185940.4306380456,-110106.7006481676
196707.29060028915,-118427.88856870332
209002.00116725184,-127897.37001123809
223170.25051354503,-138773.4402067529
239669.18123175338,-151399.27364153575
259117.49896476275,-166239.85719013453
282374.1727117337,-183940.95895503278
310667.771402303,-205426.3016870929
345819.2960492901,-232065.0758297999
390648.2669081099,-265977.2543413161
449765.867992881,-310629.93509566045
531266.8683436926,-372109.4588406501
650785.2260961519,-462170.73475090385
842935.1872786981,-606839.5730096591
1202666.5593904448,-877506.8890802355
2118259.3061913964,-1566112.690376819
9246654.272772525,-6925997.982006187
-3841521.870734545,2914555.684566172
-1579080.622589425,1213288.8517524432
-989378.8056411541,769723.8238347957
-718049.018861976,565538.7282296532
-562099.3540220769,448107.95456965856
-460858.16388691304,371813.65827259846
-389847.5227758519,318251.3329700102
-337296.71752679575,278570.7730001526
-296843.6266716294,247988.38609262474
-264748.28432673425,223692.12775833375
-238668.1703509983,203920.66658764315
-217061.2768995648,187514.5622731749
-198871.07482159228,173679.39889253757
-183349.3980435078,161852.61692731624
-169951.59327758418,151624.6828184359
-158271.72299463296,142690.38298621512
-148001.0254531803,134817.64808833782
-138900.31490351318,127827.25468722299
-130788.00695058164,121563.59119068563
-123498.44970425802,115950.37217034363
-116924.80255559532,110864.90205888632
-110964.65824190958,106241.89609266509
-105536.71800414131,102020.57460670653
-100573.47707846262,98150.2395761527
-96018.37307222812,94588.36844762448
-91823.64710630848,91299.04419016537
-87948.69112860992,88251.7233847918
-84358.75330784767,85420.26759464791
-81023.91221138925,82782.17580855144
-77918.2541264456,80317.97079360594
-75019.20269902943,78010.70365169276
-72306.95663585942,75845.548610575
-69763.98356344004,73809.46348427425
-67374.46560033735,71890.88513749297
-65123.32112559967,70079.38213673922
-62992.434152047295,68364.8226572966
-60909.090923681644,66727.78653320861
-59246.86101597778,65231.469776712955
-57396.68226732609,63759.13621299433
-55689.495374787315,62367.19972612676
-54076.30980812604,61042.71659749419
-52545.73075924939,59780.02613850072
-51090.65605751274,58574.58934452134
-49705.38290258771,57422.419328793985
-48384.96727815953,56319.93063408821
-47124.99941502453,55263.86927580632
-45921.495034249965,54251.26769883539
-44770.82894977136,53279.41059259577
-43669.68792525912,52345.806806023196
-42615.03401525297,51448.16522663236
-41604.0744917424,50584.3732094414
-40634.23633045864,49752.47578042493
-39703.14392099554,48950.65100091643
-38808.59824901332,48177.16041199558
-37948.54786397693,47430.09011014151
-37116.40902531901,46613.866065626455
-36324.829459395754,46015.65883867685
-35557.5523470749,45341.11185990703
-34818.04227875231,44688.854614707685
-34104.86721206649,44057.411169779225
-33416.706102818986,43445.69500742203
-32752.328408093694,42852.73658241808
-32110.585999377567,42277.64037702056
-31490.407539329208,41719.57055858728
-30890.79444198551,41177.74310832955
-30310.818695174363,40651.41984172576
-29749.623581229243,40139.90275953244
-29206.429775551318,39642.527562060575
-28680.552967261563,39158.65435272703
-28171.449953400486,38687.65052604237
-27678.848035193914,38228.84992608573
-27203.182040243544,37781.42338648935
-26747.692430756397,37343.76938590554
-26341.903736529923,36906.72475370785
-25721.84035770654,36545.99897305715
-25370.600886441956,36121.38389860017
-24968.74890052157,35724.68123999488
-24570.941138451428,35339.584937991516
-24181.8550882383,34964.261668796156
-23802.39801798646,34597.99209105518
-23432.6642209933,34240.31457229138
-23072.496845468464,33890.861463666384
-22721.648106976354,33549.31160143601
-22379.83671850051,33215.37267242601
-22046.771747857598,32888.77348341583
-21722.16363107179,32569.260248561513
-21405.729811084413,32256.59498889789
-21097.198282326113,31950.55575154267
-20796.31129214119,31650.939925889317
-20502.833134215594,31357.57633738788
-20216.57788199949,31070.37358922883
-19937.579537652517,30789.621757313278
-19672.51981075786,30527.40541415669
-19395.06222126113,30237.172813154462
-19135.760471493086,29973.37737681924
-18881.80024354062,29713.45918468685
-18633.527300879527,29458.216378880225
-18390.85181867566,29207.664615381025
-18153.62851666935,28961.711796980468
-17921.7031610302,28720.240127316854
-17694.923618588404,28483.124752783853
-17473.143815859432,28250.23899768925
-17256.22611122685,28021.455330984154
-17044.043942939345,27796.64406783386
-16836.48625669492,27575.66962502966
-16633.46641177867,27358.382296485845
-16434.9424418694,27144.59940405516
-16240.970077963735,26934.05618838781
-16051.872403937834,26726.249215272015
-15868.996223516984,26519.73925462956
-15701.628019023312,26305.77958322694
-15416.150052483708,26207.28178078714
-15301.771774886432,25957.63096252263
-15136.335569530482,25761.319172975305
-14969.89698707805,25572.06569110308
-14805.457198630405,25386.944401806326
-14643.668459151466,25205.198180678886
-14484.711433270351,25026.508985586323
-14328.621403449244,24850.696843362035
-14175.377298204065,24677.637191467868
-14024.932629331446,24507.23146728486
-13877.22769706512,24339.394449734107
-13732.194200149625,24174.047600305872
-13589.755530474558,24011.11426497156
-13449.822579148251,23850.5140971116
-13312.280744376234,23692.15267793608
-13176.951379485561,23535.89446672099
-13043.451583368475,23381.46732673461
-12910.410650648875,23227.931989848534
-12759.549832657209,23062.91041898063
-12678.331750508583,22945.568193250423
-12546.998717309765,22794.86968201472
-12423.837535747301,22650.241759308046
-12303.88577855736,22508.31840678341
-12186.372639855897,22368.570054545886
-12071.036386349915,22230.812031555008
-11957.744817433017,22094.947809769157
-11846.411825110074,21960.912629783226
-11736.971502859571,21828.656134087858
-11629.368198271188,21698.135909545574
-11523.55201460417,21569.314942773453
-11419.4763905648,21442.16093483317
-11317.096376020458,21316.647076837227
-11216.366668433355,21192.755071103988
